code_script,iso_639_3,iso_639_2,Lang
nyy_Latn,nyy,nyy,Nyakyusa-Ngonde
nza_Latn,nza,nza,Tigon Mbembe
nzi_Latn,nzi,nzi,Nzima
nzm_Latn,nzm,nzm,Zeme Naga
obo_Latn,obo,obo,Obo Manobo
oci_Latn,oci,oc,Occitan (post 1500)
ogo_Latn,ogo,ogo,Khana
ojb_Cans,ojb,ojb,Northwestern Ojibwa
ojb_Latn,ojb,ojb,Northwestern Ojibwa
oke_Latn,oke,oke,Okpe (Southwestern Edo)
oku_Latn,oku,oku,Oku
okv_Latn,okv,okv,Orokaiva
old_Latn,old,old,Mochi
olo_Latn,olo,olo,Livvi
omb_Latn,omb,omb,East Ambae
omw_Latn,omw,omw,South Tairora
ong_Latn,ong,ong,Olo
ons_Latn,ons,ons,Ono
ood_Latn,ood,ood,Tohono O'odham
opm_Latn,opm,opm,Oksapmin
orv_Cyrl,orv,orv,Old Russian
ory_Latn,ory,ory,Odia
ory_Orya,ory,ory,Odia
oss_Cyrl,oss,os,Ossetian
ota_Arab,ota,ota,Ottoman Turkish (1500-1928)
otd_Latn,otd,otd,Ot Danum
ote_Latn,ote,ote,Mezquital Otomi
otm_Latn,otm,otm,Eastern Highland Otomi
otn_Latn,otn,otn,Tenango Otomi
oto_Latn,oto,oto,Oto
otq_Latn,otq,otq,Querétaro Otomi
ots_Latn,ots,ots,Estado de México Otomi
otw_Latn,otw,otw,Ottawa
oym_Latn,oym,oym,Wayampi
ozm_Latn,ozm,ozm,Koonzime
pab_Latn,pab,pab,Parecís
pad_Latn,pad,pad,Paumarí
pag_Latn,pag,pag,Pangasinan
pah_Latn,pah,pah,Tenharim
pam_Latn,pam,pam,Pampanga
pan_Guru,pan,pa,Panjabi
pan_Latn,pan,pa,Panjabi
pao_Latn,pao,pao,Northern Paiute
pap_Latn,pap,pap,Papiamento
pau_Latn,pau,pau,Palauan
pbb_Latn,pbb,pbb,Páez
pbc_Latn,pbc,pbc,Patamona
pbi_Latn,pbi,pbi,Parkwa
pbt_Arab,pbt,pbt,Southern Pashto
pcd_Latn,pcd,pcd,Picard
pck_Latn,pck,pck,Paite Chin
pcm_Latn,pcm,pcm,Nigerian Pidgin
pdc_Latn,pdc,pdc,Pennsylvania German
pdt_Latn,pdt,pdt,Plautdietsch
pem_Latn,pem,pem,Phende
pfe_Latn,pfe,pfe,Pere
pfl_Latn,pfl,pfl,Pfaelzisch
phm_Latn,phm,phm,Phimbi
pib_Latn,pib,pib,Yine
pio_Latn,pio,pio,Piapoco
pir_Latn,pir,pir,Piratapuyo
pis_Latn,pis,pis,Pijin
pjt_Latn,pjt,pjt,Pitjantjatjara
pkb_Latn,pkb,pkb,Pokomo
plg_Latn,plg,plg,Pilagá
pls_Latn,pls,pls,San Marcos Tlacoyalco Popoloca
plt_Latn,plt,plt,Plateau Malagasy
plu_Latn,plu,plu,Palikúr
plw_Latn,plw,plw,Brooke's Point Palawano
pma_Latn,pma,pma,Paama
pmf_Latn,pmf,pmf,Pamona
pmq_Latn,pmq,pmq,Northern Pame
pms_Latn,pms,pms,Piemontese
pmx_Latn,pmx,pmx,Poumei Naga
pnb_Arab,pnb,pnb,Western Panjabi
pne_Latn,pne,pne,Western Penan
pnt_Grek,pnt,pnt,Pontic
pny_Latn,pny,pny,Pinyin
poe_Latn,poe,poe,San Juan Atzingo Popoloca
poh_Latn,poh,poh,Poqomchi'
poi_Latn,poi,poi,Highland Popoluca
pol_Latn,pol,pl,Polish
pon_Latn,pon,pon,Pohnpeian
por_Latn,por,pt,Portuguese
pos_Latn,pos,pos,Sayula Popoluca
pot_Latn,pot,pot,Potawatomi
pov_Latn,pov,pov,Upper Guinea Crioulo
poy_Latn,poy,poy,Pogolo
ppk_Latn,ppk,ppk,Uma
ppo_Latn,ppo,ppo,Folopa
pps_Latn,pps,pps,San Luís Temalacayuca Popoloca
prf_Latn,prf,prf,Paranan
prg_Latn,prg,prg,Prussian
pri_Latn,pri,pri,Paicî
prq_Latn,prq,prq,Ashéninka Perené
pse_Latn,pse,pse,Central Malay
pss_Latn,pss,pss,Kaulong
ptp_Latn,ptp,ptp,Patep
ptu_Latn,ptu,ptu,Bambam
pua_Latn,pua,pua,Western Highland Purepecha
pui_Latn,pui,pui,Puinave
pwg_Latn,pwg,pwg,Gapapaiwa
pwn_Latn,pwn,pwn,Paiwan
pww_Thai,pww,pww,Pwo Northern Karen
pxm_Latn,pxm,pxm,Quetzaltepec Mixe
qub_Latn,qub,qub,Huallaga Huánuco Quechua
quc_Latn,quc,quc,K'iche'
quf_Latn,quf,quf,Lambayeque Quechua
qug_Latn,qug,qug,Chimborazo Highland Quichua
quh_Latn,quh,quh,South Bolivian Quechua
qul_Latn,qul,qul,North Bolivian Quechua
qup_Latn,qup,qup,Southern Pastaza Quechua
qus_Latn,qus,qus,Santiago del Estero Quichua
quw_Latn,quw,quw,Tena Lowland Quichua
quy_Latn,quy,quy,Ayacucho Quechua
quz_Latn,quz,quz,Cusco Quechua
qva_Latn,qva,qva,Ambo-Pasco Quechua
qvc_Latn,qvc,qvc,Cajamarca Quechua
qve_Latn,qve,qve,Eastern Apurímac Quechua
qvh_Latn,qvh,qvh,Huamalíes-Dos de Mayo Huánuco Quechua
qvi_Latn,qvi,qvi,Imbabura Highland Quichua
qvm_Latn,qvm,qvm,Margos-Yarowilca-Lauricocha Quechua
qvn_Latn,qvn,qvn,North Junín Quechua
qvo_Latn,qvo,qvo,Napo Lowland Quechua
qvs_Latn,qvs,qvs,San Martín Quechua
qvw_Latn,qvw,qvw,Huaylla Wanca Quechua
qvz_Latn,qvz,qvz,Northern Pastaza Quichua
qwh_Latn,qwh,qwh,Huaylas Ancash Quechua
qxh_Latn,qxh,qxh,Panao Huánuco Quechua
qxl_Latn,qxl,qxl,Salasaca Highland Quichua
qxn_Latn,qxn,qxn,Northern Conchucos Ancash Quechua
qxo_Latn,qxo,qxo,Southern Conchucos Ancash Quechua
qxr_Latn,qxr,qxr,Cañar Highland Quichua
rad_Latn,rad,rad,Rade
rai_Latn,rai,rai,Ramoaaina
rap_Latn,rap,rap,Rapanui
rar_Latn,rar,rar,Rarotongan
rav_Deva,rav,rav,Sampang
raw_Latn,raw,raw,Rawang
rcf_Latn,rcf,rcf,Réunion Creole French
rej_Latn,rej,rej,Rejang
rel_Latn,rel,rel,Rendille
rgu_Latn,rgu,rgu,Ringgou
rhg_Latn,rhg,rhg,Rohingya
ria_Latn,ria,ria,Riang (India)
rim_Latn,rim,rim,Nyaturu
rjs_Deva,rjs,rjs,Rajbanshi
rkb_Latn,rkb,rkb,Rikbaktsa
rmc_Latn,rmc,rmc,Carpathian Romani
rme_Latn,rme,rme,Angloromani
rml_Latn,rml,rml,Baltic Romani
rmn_Cyrl,rmn,rmn,Balkan Romani
rmn_Grek,rmn,rmn,Balkan Romani
rmn_Latn,rmn,rmn,Balkan Romani
rmo_Latn,rmo,rmo,Sinte Romani
rmq_Latn,rmq,rmq,Caló
rmy_Cyrl,rmy,rmy,Vlax Romani
rmy_Latn,rmy,rmy,Vlax Romani
rnd_Latn,rnd,rnd,Ruund
rng_Latn,rng,rng,Ronga
rnl_Latn,rnl,rnl,Ranglong
roh_Latn,roh,rm,Romansh
ron_Cyrl,ron,ro,Romanian
ron_Latn,ron,ro,Romanian
roo_Latn,roo,roo,Rotokas
rop_Latn,rop,rop,Kriol
row_Latn,row,row,Dela-Oenale
rro_Latn,rro,rro,Waima
rtm_Latn,rtm,rtm,Rotuman
rub_Latn,rub,rub,Gungu
rue_Cyrl,rue,rue,Rusyn
ruf_Latn,ruf,ruf,Luguru
rug_Latn,rug,rug,Roviana
run_Latn,run,rn,Rundi
rup_Latn,rup,rup,Macedo-Romanian
rus_Cyrl,rus,ru,Russian
rwo_Latn,rwo,rwo,Rawa
sab_Latn,sab,sab,Buglere
sag_Latn,sag,sg,Sango
sah_Cyrl,sah,sah,Yakut
saj_Latn,saj,saj,Sahu
san_Deva,san,sa,Sanskrit
san_Latn,san,sa,Sanskrit
sas_Latn,sas,sas,Sasak
sat_Latn,sat,sat,Santali
sat_Olck,sat,sat,Santali
say_Latn,say,say,Saya
sba_Latn,sba,sba,Ngambay
sbd_Latn,sbd,sbd,Southern Samo
sbe_Latn,sbe,sbe,Saliba
sbl_Latn,sbl,sbl,Botolan Sambal
sbs_Latn,sbs,sbs,Subiya
sby_Latn,sby,sby,Soli
sck_Deva,sck,sck,Sadri
scn_Latn,scn,scn,Sicilian
sco_Latn,sco,sco,Scots
sda_Latn,sda,sda,Toraja-Sa'dan
sdc_Latn,sdc,sdc,Sassarese Sardinian
sdh_Arab,sdh,sdh,Southern Kurdish
sdo_Latn,sdo,sdo,Bukar-Sadung Bidayuh
sdq_Latn,sdq,sdq,Semandang
seh_Latn,seh,seh,Sena
sel_Cyrl,sel,sel,Selkup
ses_Latn,ses,ses,Koyraboro Senni Songhai
sey_Latn,sey,sey,Secoya
sfw_Latn,sfw,sfw,Sehwi
sgb_Latn,sgb,sgb,Mag-antsi Ayta
sgc_Latn,sgc,sgc,Kipsigis
sgh_Cyrl,sgh,sgh,Shughni
sgs_Latn,sgs,sgs,Samogitian
sgw_Ethi,sgw,sgw,Sebat Bet Gurage
sgz_Latn,sgz,sgz,Sursurunga
shi_Latn,shi,shi,Tachelhit
shk_Latn,shk,shk,Shilluk
shn_Mymr,shn,shn,Shan
shp_Latn,shp,shp,Shipibo-Conibo
shr_Latn,shr,shr,Shi
shu_Arab,shu,shu,Chadian Arabic
sid_Latn,sid,sid,Sidamo
sig_Latn,sig,sig,Paasaal
sil_Latn,sil,sil,Tumulung Sisaala
sim_Latn,sim,sim,Mende (Papua New Guinea)
sin_Sinh,sin,si,Sinhala
sja_Latn,sja,sja,Epena
sjo_Mong,sjo,sjo,Xibe
sju_Latn,sju,sju,Ume Sami
skg_Latn,skg,skg,Sakalava Malagasy
skr_Arab,skr,skr,Saraiki
sld_Latn,sld,sld,Sissala
slk_Latn,slk,sk,Slovak
sll_Latn,sll,sll,Salt-Yui
slv_Latn,slv,sl,Slovenian
sma_Latn,sma,sma,Southern Sami
sme_Latn,sme,se,Northern Sami
smj_Latn,smj,smj,Lule Sami
smk_Latn,smk,smk,Bolinao
sml_Latn,sml,sml,Central Sama
smn_Latn,smn,smn,Inari Sami
smo_Latn,smo,sm,Samoan
sms_Latn,sms,sms,Skolt Sami
smt_Latn,smt,smt,Simte
sna_Latn,sna,sn,Shona
snc_Latn,snc,snc,Sinaugoro
snd_Arab,snd,sd,Sindhi
snd_Deva,snd,sd,Sindhi
snd_Latn,snd,sd,Sindhi
snf_Latn,snf,snf,Noon
snn_Latn,snn,snn,Siona
snp_Latn,snp,snp,Siane
snw_Latn,snw,snw,Selee
sny_Latn,sny,sny,Saniyo-Hiyewe
soe_Latn,soe,soe,Songomeno
som_Latn,som,so,Somali
sop_Latn,sop,sop,Songe
soq_Latn,soq,soq,Kanasi
sot_Latn,sot,st,Southern Sotho
soy_Latn,soy,soy,Miyobe
spa_Latn,spa,es,Spanish
spl_Latn,spl,spl,Selepet
spm_Latn,spm,spm,Akukem
spp_Latn,spp,spp,Supyire Senoufo
sps_Latn,sps,sps,Saposa
spy_Latn,spy,spy,Sabaot
srd_Latn,srd,sc,Sardinian
sri_Latn,sri,sri,Siriano
srm_Latn,srm,srm,Saramaccan
srn_Latn,srn,srn,Sranan Tongo
srp_Cyrl,srp,sr,Serbian
srp_Latn,srp,sr,Serbian
srq_Latn,srq,srq,Sirionó
srr_Latn,srr,srr,Serer
ssd_Latn,ssd,ssd,Siroi
ssg_Latn,ssg,ssg,Seimat
ssw_Latn,ssw,ss,Swati
ssx_Latn,ssx,ssx,Samberigi
stn_Latn,stn,stn,Owa
stp_Latn,stp,stp,Southeastern Tepehuan
stq_Latn,stq,stq,Saterfriesisch
sua_Latn,sua,sua,Sulka
suc_Latn,suc,suc,Western Subanon
sue_Latn,sue,sue,Suena
suk_Latn,suk,suk,Sukuma
sun_Latn,sun,su,Sundanese
sur_Latn,sur,sur,Mwaghavul
sus_Arab,sus,sus,Susu
sus_Latn,sus,sus,Susu
suz_Deva,suz,suz,Sunwar
swb_Latn,swb,swb,Maore Comorian
swc_Latn,swc,swc,Congo Swahili
swe_Latn,swe,sv,Swedish
swg_Latn,swg,swg,Swabian
swh_Latn,swh,swh,Swahili (individual language)
swk_Latn,swk,swk,Malawi Sena
swp_Latn,swp,swp,Suau
sxb_Latn,sxb,sxb,Suba
sxn_Latn,sxn,sxn,Sangir
syb_Latn,syb,syb,Central Subanen
syc_Syrc,syc,syc,Classical Syriac
syl_Beng,syl,syl,Sylheti
syl_Latn,syl,syl,Sylheti
szb_Latn,szb,szb,Ngalum
szl_Latn,szl,szl,Silesian
szy_Latn,szy,szy,Sakizaya
tab_Cyrl,tab,tab,Tabassaran
tac_Latn,tac,tac,Lowland Tarahumara
tah_Latn,tah,ty,Tahitian
taj_Deva,taj,taj,Eastern Tamang
tam_Latn,tam,ta,Tamil
tam_Taml,tam,ta,Tamil
tap_Latn,tap,tap,Taabwa
taq_Latn,taq,taq,Tamasheq
taq_Tfng,taq,taq,Tamasheq
tar_Latn,tar,tar,Central Tarahumara
tat_Cyrl,tat,tt,Tatar
tat_Latn,tat,tt,Tatar
tav_Latn,tav,tav,Tatuyo
taw_Latn,taw,taw,Tai
tay_Latn,tay,tay,Atayal
tbc_Latn,tbc,tbc,Takia
tbg_Latn,tbg,tbg,North Tairora
tbk_Latn,tbk,tbk,Calamian Tagbanwa
tbl_Latn,tbl,tbl,Tboli
tbo_Latn,tbo,tbo,Tawala
tbw_Latn,tbw,tbw,Tagbanwa
tby_Latn,tby,tby,Tabaru
tbz_Latn,tbz,tbz,Ditammari
tca_Latn,tca,tca,Ticuna
tcc_Latn,tcc,tcc,Datooga
tcf_Latn,tcf,tcf,Malinaltepec Me'phaa
tcs_Latn,tcs,tcs,Torres Strait Creole
tcy_Knda,tcy,tcy,Tulu
tcz_Latn,tcz,tcz,Thado Chin
tdt_Latn,tdt,tdt,Tetun Dili
tdx_Latn,tdx,tdx,Tandroy-Mahafaly Malagasy
ted_Latn,ted,ted,Tepo Krumen
tee_Latn,tee,tee,Huehuetla Tepehua
tel_Latn,tel,te,Telugu
tel_Telu,tel,te,Telugu
tem_Latn,tem,tem,Timne
teo_Latn,teo,teo,Teso
ter_Latn,ter,ter,Tereno
tet_Latn,tet,tet,Tetum
tew_Latn,tew,tew,Tewa (USA)
tfr_Latn,tfr,tfr,Teribe
tgk_Cyrl,tgk,tg,Tajik
tgo_Latn,tgo,tgo,Sudest
tgp_Latn,tgp,tgp,Tangoa
tha_Thai,tha,th,Thai
thk_Latn,thk,thk,Tharaka
thl_Deva,thl,thl,Dangaura Tharu
thv_Latn,thv,thv,Tahaggart Tamahaq
tif_Latn,tif,tif,Tifal
tig_Ethi,tig,tig,Tigre
tih_Latn,tih,tih,Timugon Murut
tik_Latn,tik,tik,Tikar
tim_Latn,tim,tim,Timbe
tir_Ethi,tir,ti,Tigrinya
tiv_Latn,tiv,tiv,Tiv
tiy_Latn,tiy,tiy,Tiruray
tke_Latn,tke,tke,Takwane
tkl_Latn,tkl,tkl,Tokelau
tkr_Cyrl,tkr,tkr,Tsakhur
tku_Latn,tku,tku,Upper Necaxa Totonac
tlb_Latn,tlb,tlb,Tobelo
tlf_Latn,tlf,tlf,Telefol
tlh_Latn,tlh,tlh,Klingon
tlj_Latn,tlj,tlj,Talinga-Bwisi
tll_Latn,tll,tll,Tetela
tly_Latn,tly,tly,Talysh
tmc_Latn,tmc,tmc,Tumak
tmd_Latn,tmd,tmd,Haruai
tna_Latn,tna,tna,Tacana
tnc_Latn,tnc,tnc,Tanimuca-Retuarã
tnk_Latn,tnk,tnk,Kwamera
tnn_Latn,tnn,tnn,North Tanna
tnp_Latn,tnp,tnp,Whitesands
tnr_Latn,tnr,tnr,Ménik
tob_Latn,tob,tob,Toba
toc_Latn,toc,toc,Coyutla Totonac
tod_Latn,tod,tod,Toma
tog_Latn,tog,tog,Tonga (Nyasa)
toh_Latn,toh,toh,Gitonga
toi_Latn,toi,toi,Tonga (Zambia)
toj_Latn,toj,toj,Tojolabal
tok_Latn,tok,tok,Toki Pona
ton_Latn,ton,to,Tonga (Tonga Islands)
too_Latn,too,too,Xicotepec De Juárez Totonac
top_Latn,top,top,Papantla Totonac
tos_Latn,tos,tos,Highland Totonac
tpa_Latn,tpa,tpa,Taupota
tpi_Latn,tpi,tpi,Tok Pisin
tpm_Latn,tpm,tpm,Tampulma
tpn_Latn,tpn,tpn,Tupinambá
tpp_Latn,tpp,tpp,Pisaflores Tepehua
tpt_Latn,tpt,tpt,Tlachichilco Tepehua
tpw_Latn,tpw,tpw,Tupí
tpz_Latn,tpz,tpz,Tinputz
tqo_Latn,tqo,tqo,Toaripi
trc_Latn,trc,trc,Copala Triqui
trn_Latn,trn,trn,Trinitario
tro_Latn,tro,tro,Tarao Naga
trp_Latn,trp,trp,Kok Borok
trq_Latn,trq,trq,San Martín Itunyoso Triqui
trs_Latn,trs,trs,Chicahuaxtla Triqui
trv_Latn,trv,trv,Sediq
tsc_Latn,tsc,tsc,Tswa
tsg_Latn,tsg,tsg,Tausug
tsn_Latn,tsn,tn,Tswana
tso_Latn,tso,ts,Tsonga
tsw_Latn,tsw,tsw,Tsishingini
tsz_Latn,tsz,tsz,Purepecha
ttc_Latn,ttc,ttc,Tektiteko
tte_Latn,tte,tte,Bwanabwana
ttj_Latn,ttj,ttj,Tooro
ttq_Latn,ttq,ttq,Tawallammat Tamajaq
ttq_Tfng,ttq,ttq,Tawallammat Tamajaq
tuc_Latn,tuc,tuc,Mutu
tue_Latn,tue,tue,Tuyuca
tuf_Latn,tuf,tuf,Central Tunebo
tui_Latn,tui,tui,Tupuri
tuk_Arab,tuk,tk,Turkmen
tuk_Cyrl,tuk,tk,Turkmen
tuk_Latn,tuk,tk,Turkmen
tul_Latn,tul,tul,Tula
tum_Latn,tum,tum,Tumbuka
tuo_Latn,tuo,tuo,Tucano
tur_Latn,tur,tr,Turkish
tuv_Latn,tuv,tuv,Turkana
tvk_Latn,tvk,tvk,Southeast Ambrym
tvl_Latn,tvl,tvl,Tuvalu
twb_Latn,twb,twb,Western Tawbuid
twi_Latn,twi,tw,Twi
twu_Latn,twu,twu,Termanu
twx_Latn,twx,twx,Tewe
txq_Latn,txq,txq,Tii
txu_Latn,txu,txu,Kayapó
tyv_Cyrl,tyv,tyv,Tuvinian
tzh_Latn,tzh,tzh,Tzeltal
tzj_Latn,tzj,tzj,Tz'utujil
tzl_Latn,tzl,tzl,Talossan
tzm_Tfng,tzm,tzm,Central Atlas Tamazight
tzo_Latn,tzo,tzo,Tzotzil
ubr_Latn,ubr,ubr,Ubir
ubu_Latn,ubu,ubu,Umbu-Ungu
udm_Cyrl,udm,udm,Udmurt
udu_Latn,udu,udu,Uduk
uig_Arab,uig,ug,Uighur
uig_Cyrl,uig,ug,Uighur
uig_Latn,uig,ug,Uighur
ukr_Cyrl,ukr,uk,Ukrainian
umb_Latn,umb,umb,Umbundu
und_Adlm,und,und,Undetermined
und_Aghb,und,und,Undetermined
und_Ahom,und,und,Undetermined
und_Armi,und,und,Undetermined
und_Armn,und,und,Undetermined
und_Avst,und,und,Undetermined
und_Bali,und,und,Undetermined
und_Bamu,und,und,Undetermined
und_Bass,und,und,Undetermined
und_Batk,und,und,Undetermined
und_Beng,und,und,Undetermined
und_Bhks,und,und,Undetermined
und_Bopo,und,und,Undetermined
und_Brah,und,und,Undetermined
und_Brai,und,und,Undetermined
und_Bugi,und,und,Undetermined
und_Buhd,und,und,Undetermined
und_Cakm,und,und,Undetermined
und_Cans,und,und,Undetermined
und_Cari,und,und,Undetermined
und_Cham,und,und,Undetermined
und_Cher,und,und,Undetermined
und_Chrs,und,und,Undetermined
und_Copt,und,und,Undetermined
und_Cpmn,und,und,Undetermined
und_Cprt,und,und,Undetermined
und_Cyrl,und,und,Undetermined
und_Deva,und,und,Undetermined
und_Diak,und,und,Undetermined
und_Dogr,und,und,Undetermined
und_Dsrt,und,und,Undetermined
und_Dupl,und,und,Undetermined
und_Egyp,und,und,Undetermined
und_Elba,und,und,Undetermined
und_Elym,und,und,Undetermined
und_Ethi,und,und,Undetermined
und_Geor,und,und,Undetermined
und_Glag,und,und,Undetermined
und_Gong,und,und,Undetermined
und_Gonm,und,und,Undetermined
und_Goth,und,und,Undetermined
und_Gran,und,und,Undetermined
und_Grek,und,und,Undetermined
und_Gujr,und,und,Undetermined
und_Guru,und,und,Undetermined
und_Hano,und,und,Undetermined
und_Hatr,und,und,Undetermined
und_Hebr,und,und,Undetermined
und_Hira,und,und,Undetermined
und_Hluw,und,und,Undetermined
und_Hmng,und,und,Undetermined
und_Hmnp,und,und,Undetermined
und_Hung,und,und,Undetermined
und_Ital,und,und,Undetermined
und_Java,und,und,Undetermined
und_Kali,und,und,Undetermined
und_Kana,und,und,Undetermined
und_Kawi,und,und,Undetermined
und_Khar,und,und,Undetermined
und_Khmr,und,und,Undetermined
und_Khoj,und,und,Undetermined
und_Kits,und,und,Undetermined
und_Knda,und,und,Undetermined
und_Kthi,und,und,Undetermined
und_Lana,und,und,Undetermined
und_Laoo,und,und,Undetermined
und_Lepc,und,und,Undetermined
und_Limb,und,und,Undetermined
und_Lina,und,und,Undetermined
und_Linb,und,und,Undetermined
und_Lisu,und,und,Undetermined
und_Lyci,und,und,Undetermined
und_Lydi,und,und,Undetermined
und_Mahj,und,und,Undetermined
und_Maka,und,und,Undetermined
und_Mand,und,und,Undetermined
und_Mani,und,und,Undetermined
und_Marc,und,und,Undetermined
und_Medf,und,und,Undetermined
und_Mend,und,und,Undetermined
und_Merc,und,und,Undetermined
und_Mero,und,und,Undetermined
und_Mlym,und,und,Undetermined
und_Modi,und,und,Undetermined
und_Mong,und,und,Undetermined
und_Mroo,und,und,Undetermined
und_Mtei,und,und,Undetermined
und_Mult,und,und,Undetermined
und_Mymr,und,und,Undetermined
und_Nagm,und,und,Undetermined
und_Nand,und,und,Undetermined
und_Narb,und,und,Undetermined
und_Nbat,und,und,Undetermined
und_Newa,und,und,Undetermined
und_Nkoo,und,und,Undetermined
und_Nshu,und,und,Undetermined
und_Ogam,und,und,Undetermined
und_Olck,und,und,Undetermined
und_Orkh,und,und,Undetermined
und_Orya,und,und,Undetermined
und_Osge,und,und,Undetermined
und_Osma,und,und,Undetermined
und_Ougr,und,und,Undetermined
und_Palm,und,und,Undetermined
und_Pauc,und,und,Undetermined
und_Perm,und,und,Undetermined
und_Phag,und,und,Undetermined
und_Phli,und,und,Undetermined
und_Phlp,und,und,Undetermined
und_Phnx,und,und,Undetermined
und_Plrd,und,und,Undetermined
und_Prti,und,und,Undetermined
und_Rjng,und,und,Undetermined
und_Rohg,und,und,Undetermined
und_Runr,und,und,Undetermined
und_Samr,und,und,Undetermined
und_Sarb,und,und,Undetermined
und_Saur,und,und,Undetermined
und_Sgnw,und,und,Undetermined
und_Shaw,und,und,Undetermined
und_Shrd,und,und,Undetermined
und_Sidd,und,und,Undetermined
und_Sind,und,und,Undetermined
und_Sinh,und,und,Undetermined
und_Sogd,und,und,Undetermined
und_Sogo,und,und,Undetermined
und_Sora,und,und,Undetermined
und_Soyo,und,und,Undetermined
und_Sund,und,und,Undetermined
und_Sylo,und,und,Undetermined
und_Syrc,und,und,Undetermined
und_Tagb,und,und,Undetermined
und_Takr,und,und,Undetermined
und_Tale,und,und,Undetermined
und_Talu,und,und,Undetermined
und_Taml,und,und,Undetermined
und_Tang,und,und,Undetermined
und_Tavt,und,und,Undetermined
und_Telu,und,und,Undetermined
und_Tfng,und,und,Undetermined
und_Tglg,und,und,Undetermined
und_Thaa,und,und,Undetermined
und_Thai,und,und,Undetermined
und_Tibt,und,und,Undetermined
und_Tirh,und,und,Undetermined
und_Tnsa,und,und,Undetermined
und_Toto,und,und,Undetermined
und_Ugar,und,und,Undetermined
und_Vaii,und,und,Undetermined
und_Vith,und,und,Undetermined
und_Wara,und,und,Undetermined
und_Wcho,und,und,Undetermined
und_Xpeo,und,und,Undetermined
und_Xsux,und,und,Undetermined
und_Yezi,und,und,Undetermined
und_Yiii,und,und,Undetermined
und_Zanb,und,und,Undetermined
upv_Latn,upv,upv,Uripiv-Wala-Rano-Atchin
ura_Latn,ura,ura,Urarina
urb_Latn,urb,urb,Urubú-Kaapor
urd_Arab,urd,ur,Urdu
urd_Latn,urd,ur,Urdu
urh_Latn,urh,urh,Urhobo
uri_Latn,uri,uri,Urim
urk_Thai,urk,urk,Urak Lawoi'
urt_Latn,urt,urt,Urat
urw_Latn,urw,urw,Sop
ury_Latn,ury,ury,Orya
usa_Latn,usa,usa,Usarufa
usp_Latn,usp,usp,Uspanteco
uth_Latn,uth,uth,ut-Hun
uvh_Latn,uvh,uvh,Uri
uvl_Latn,uvl,uvl,Lote
uzn_Cyrl,uzn,uzn,Northern Uzbek
uzn_Latn,uzn,uzn,Northern Uzbek
uzs_Arab,uzs,uzs,Southern Uzbek
vag_Latn,vag,vag,Vagla
vap_Latn,vap,vap,Vaiphei
var_Latn,var,var,Huarijio
vec_Latn,vec,vec,Venetian
ven_Latn,ven,ve,Venda
vep_Latn,vep,vep,Veps
vid_Latn,vid,vid,Vidunda
vie_Latn,vie,vi,Vietnamese
viv_Latn,viv,viv,Iduna
vls_Latn,vls,vls,Vlaams
vmk_Latn,vmk,vmk,Makhuwa-Shirima
vmw_Latn,vmw,vmw,Makhuwa
vmy_Latn,vmy,vmy,Ayautla Mazatec
vol_Latn,vol,vo,Volapük
vot_Latn,vot,vot,Votic
vro_Latn,vro,vro,Võro
vun_Latn,vun,vun,Vunjo
vut_Latn,vut,vut,Vute
waj_Latn,waj,waj,Waffa
wal_Ethi,wal,wal,Wolaytta
wal_Latn,wal,wal,Wolaytta
wap_Latn,wap,wap,Wapishana
war_Latn,war,war,Waray (Philippines)
wat_Latn,wat,wat,Kaninuwa
way_Latn,way,way,Wayana
wba_Latn,wba,wba,Warao
wbm_Latn,wbm,wbm,Wa
wbp_Latn,wbp,wbp,Warlpiri
wed_Latn,wed,wed,Wedau
wer_Latn,wer,wer,Weri
wes_Latn,wes,wes,Cameroon Pidgin
wew_Latn,wew,wew,Wejewa
whg_Latn,whg,whg,North Wahgi
whk_Latn,whk,whk,Wahau Kenyah
wib_Latn,wib,wib,Southern Toussian
wim_Latn,wim,wim,Wik-Mungkan
wiu_Latn,wiu,wiu,Wiru
wln_Latn,wln,wa,Walloon
wls_Latn,wls,wls,Wallisian
wlv_Latn,wlv,wlv,Wichí Lhamtés Vejoz
wlx_Latn,wlx,wlx,Wali (Ghana)
wmt_Latn,wmt,wmt,Walmajarri
wmw_Latn,wmw,wmw,Mwani
wnc_Latn,wnc,wnc,Wantoat
wnu_Latn,wnu,wnu,Usan
wob_Latn,wob,wob,Wè Northern
wol_Latn,wol,wo,Wolof
wos_Latn,wos,wos,Hanga Hundi
wrk_Latn,wrk,wrk,Garrwa
wrs_Latn,wrs,wrs,Waris
wsg_Telu,wsg,wsg,Adilabad Gondi
wsk_Latn,wsk,wsk,Waskia
wuu_Hani,wuu,wuu,Wu Chinese
wuv_Latn,wuv,wuv,Wuvulu-Aua
wwa_Latn,wwa,wwa,Waama
xal_Cyrl,xal,xal,Kalmyk
xav_Latn,xav,xav,Xavánte
xbi_Latn,xbi,xbi,Kombio
xbr_Latn,xbr,xbr,Kambera
xed_Latn,xed,xed,Hdi
xho_Latn,xho,xh,Xhosa
xla_Latn,xla,xla,Kamula
xmf_Geor,xmf,xmf,Mingrelian
xmm_Latn,xmm,xmm,Manado Malay
xmv_Latn,xmv,xmv,Antankarana Malagasy
xnn_Latn,xnn,xnn,Northern Kankanay
